paper,topic,year,marks,question_text
GS3,Environmental Conservation,2022,15,Do you think India will meet 50 percent of its energy needs from renewable energy by 2030? Justify your answer. How will the shift of subsidies from fossil fuels to renewables help achieve the above objective? Explain.
GS3,Environmental Conservation,2022,15,"Discuss global warming and mention its effects on the global climate. Explain the control measures to bring down the level of greenhouse gases which cause global warming, in the light of the Kyoto Protocol, 1997."
GS3,Environmental Conservation,2022,15,Explain the causes and effects of coastal erosion in India. What are the available coastal management techniques for combating the hazard?
GS3,Environmental Conservation,2020,,"How does the draft Environment Impact Assessment (EIA) Notification, 2020 differ from the existing EIA Notification, 2006?"
GS3,Environmental Conservation,2020,,What are the key features of the National Clean Air Programme (NCAP) initiated by the Government of India?
GS3,Environmental Conservation,2020,,What are the salient features of the Jal Shakti Abhiyan launched by the Government of India for water conservation and water security?
GS3,Environmental Conservation,2019,,Define the concept of carrying capacity of an ecosystem as relevant to an environment. Explain how understanding this concept is vital while planning for sustainable development of a region.
GS3,Environmental Conservation,2018,,What are the impediments in disposing the huge quantities of discarded solid wastes which are continuously being generated? How do we remove safely the toxic wastes that have been accumulating in our habitable environment?
GS3,Environmental Conservation,2018,,What is wetland? Explain the Ramsar concept of ‘wise use’ in the context of wetland conservation. Cite two examples of Ramsar sites from India.
GS3,Environmental Conservation,2018,,"How does biodiversity vary in India? How is the Biological Diversity Act, 2002 helpful in conservation of flora and fauna?"
GS3,Environmental Conservation,2017,,‘Climate Change’ is a global problem. How India will be affected by climate change? How Himalayan and coastal states of India will be affected by climate change?
GS3,Environmental Conservation,2016,,Rehabilitation of human settlements is one of the important environmental impacts which always attracts controversy while planning major projects. Discuss the measures suggested for mitigation of this impact while proposing major developmental projects.
GS3,Environmental Conservation,2013,,What are the consequences of illegal mining? Discuss the ministry of environment and forests’ concept of “GO AND NO GO” zones for coal mining.
GS3,Environmental Conservation,2016,,Give an account of the current status and the targets to be achieved pertaining to renewable energy sources in the country. Discuss in brief the importance of National Programme on Light Emitting Diodes (LEDs).
GS3,Environmental Conservation,2015,,To what factors can the recent dramatic fall in equipment costs and tariff of solar energy be attributed? What implications does the trend have for the thermal power producers and the related industry?
GS3,Environmental Conservation,2014,,Should the pursuit of carbon credit and clean development mechanism set up under UNFCCC be maintained even through there has been a massive slide in the value of carbon credit? Discuss with respect to India’s energy needs for economic growth.
GS3,Environmental Conservation,2014,,Environmental impact assessment studies are increasingly undertaken before project is cleared by the government. Discuss the environmental impacts of coal- fired thermal plants located at Pitheads.
GS3,Environmental Conservation,2013,,Write a note on India’s green energy corridor to alleviate the problems of conventional energy.
GS3,Environmental Conservation,2019,,"Coastal sand mining, whether legal or illegal, poses one of the biggest threats to our environment. Analyse the impact of sand mining along the Indian coasts, citing specific examples."
GS3,Environmental Conservation,2017,,"Not many years ago, river linking was a concept but it is becoming reality in the country. Discuss the advantages of river linking and its possible impact on the environment."
GS3,Environmental Conservation,2013,,What do you understand by run of the river hydroelectricity project? How is it different from any other hydroelectricity project?
GS3,Environmental Conservation,2015,,The Namami Gange and National mission for clean Ganga (NMCG) programmes and causes of mixed results from the previous schemes. What quantum leaps can help preserve the river Ganga better than incremental inputs?
GS3,Environmental Conservation,2013,,"Enumerate the National Water Policy of India. Taking river Ganges as an example, discuss the strategies which may be adopted for river water pollution control and management. What are the legal provisions for management and handling of hazardous wastes in India?"
GS3,Environmental Conservation,2021,,"Explain the purpose of the Green Grid Initiative launched at World Leaders Summit of the COP26 UN Climate Initiative launched at World Leaders November, 2021. When was this idea first floated in the International Solar Alliance (ISA)?"
GS3,Environmental Conservation,2021,,Describe the key points of the revised Global Air Quality Guidelines (AQGs) recently released by the World Health Organisation (WHO). How are these different from its last update? In What changes in India’s National Clean Air Programme are required to achieve these revised standards?
GS3,Environmental Conservation,2021,,Discuss about the vulnerability of India to earthquake related hazards. Give examples including the salient features of major disasters caused by earthquakes in different parts of India during the last three decades.
GS3,Environmental Conservation,2021,,Describe the major outcomes of the 26th session of the Conference of the Parties (COP) to the United Nations Framework Convention on Climate Change (UNFCCC). What are the commitments made by India in this conference?
GS3,Environmental Conservation,2021,,Describe the various causes and the effects of landslides. Mention the important components of the National Landslide Risk Management Strategy.
GS3,"S&T Developments and Everyday Applications & Effects; Awareness in Fields of IT, Space, Computers, Robotics, Nanotech, Biotech, IPR Issues",2023,10,Introduce the concept of Artificial Intelligence (AI). How does AI help clinical diagnosis? Do you perceive any threat to privacy of the individual in the use of AI in the healthcare?
GS3,"S&T Developments and Everyday Applications & Effects; Awareness in Fields of IT, Space, Computers, Robotics, Nanotech, Biotech, IPR Issues",2023,15,What is the main task of India’s third moon mission which could not be achieved in its earlier mission? List the countries that have achieved this task. Introduce the subsystems in the spacecraft launched and explain the role of the ‘Virtual Launch Control Centre’ at the Vikram Sarabhai Space Centre which contributed to the successful launch from Sriharikota.
GS3,"S&T Developments and Everyday Applications & Effects; Awareness in Fields of IT, Space, Computers, Robotics, Nanotech, Biotech, IPR Issues",2022,10,"Each year a large amount of plant material, cellulose, is deposited on the surface of Planet Earth. What are the natural processes this cellulose undergoes before yielding carbon dioxide, water and other end products?"
GS3,"S&T Developments and Everyday Applications & Effects; Awareness in Fields of IT, Space, Computers, Robotics, Nanotech, Biotech, IPR Issues",2022,15,"Launched on 25th December, 2021, James Webb Space Telescope has been much in the news since then. What are its unique features which make it superior to its predecessor Space Telescopes? What are the key goals of this mission? What potential benefits does it hold for the human race?"
GS3,"S&T Developments and Everyday Applications & Effects; Awareness in Fields of IT, Space, Computers, Robotics, Nanotech, Biotech, IPR Issues",2022,15,What is the basic principle behind vaccine development? How do vaccines work? What approaches were adopted by the Indian vaccine manufacturers to produce COVID-19 vaccines?
GS3,"S&T Developments and Everyday Applications & Effects; Awareness in Fields of IT, Space, Computers, Robotics, Nanotech, Biotech, IPR Issues",2020,,What do you understand by nanotechnology and how is it helping in health sector?
GS3,"S&T Developments and Everyday Applications & Effects; Awareness in Fields of IT, Space, Computers, Robotics, Nanotech, Biotech, IPR Issues",2020,,"COVID-19 pandemic has caused unprecedented devastation worldwide. However, technological advancements are being availed readily to win over the crisis. Give an account of how technology was sought to aid management of the pandemic."
GS3,"S&T Developments and Everyday Applications & Effects; Awareness in Fields of IT, Space, Computers, Robotics, Nanotech, Biotech, IPR Issues",2020,,Describe the benefits of deriving electric energy from sunlight in contrast to the conventional energy generation. What are the initiatives offered by our Government for this purpose?
GS3,"S&T Developments and Everyday Applications & Effects; Awareness in Fields of IT, Space, Computers, Robotics, Nanotech, Biotech, IPR Issues",2018,,Why is there so much activity in the field of biotechnology in our country? How has this activity benefitted the field of biopharma?
GS3,"S&T Developments and Everyday Applications & Effects; Awareness in Fields of IT, Space, Computers, Robotics, Nanotech, Biotech, IPR Issues",2017,,"Stem cell therapy is gaining popularity in India to treat a wide variety of medical conditions including Leukemia, Thalassemia, damaged cornea and several burns. Describe briefly what stem cell therapy is and what advantages it has over other treatments?"
GS3,"S&T Developments and Everyday Applications & Effects; Awareness in Fields of IT, Space, Computers, Robotics, Nanotech, Biotech, IPR Issues",2015,,India’s Traditional Knowledge Digital Library (TKDL) which has a database containing formatted information on more than 2 million medicinal formulations is proving a powerful weapon in the country’s fight against erroneous patents. Discuss the pros and cons making this database publicly available under open-source licensing.
GS3,"S&T Developments and Everyday Applications & Effects; Awareness in Fields of IT, Space, Computers, Robotics, Nanotech, Biotech, IPR Issues",2015,,What are the areas of prohibitive labour that can be sustainably managed by robots? Discuss the initiatives that can propel research in premier research institutes for substantive and gainful innovation.
GS3,"S&T Developments and Everyday Applications & Effects; Awareness in Fields of IT, Space, Computers, Robotics, Nanotech, Biotech, IPR Issues",2014,,"In a globalized world, intellectual property rights assume significance and are a source of litigation. Broadly distinguish between the terms – copyrights, patents and trade secrets."
GS3,"S&T Developments and Everyday Applications & Effects; Awareness in Fields of IT, Space, Computers, Robotics, Nanotech, Biotech, IPR Issues",2013,,What do you understand by Umpire decision review in cricket? Discuss its various components. Explain how silicon tape on the edge of a bat may fool the system?
GS3,"S&T Developments and Everyday Applications & Effects; Awareness in Fields of IT, Space, Computers, Robotics, Nanotech, Biotech, IPR Issues",2013,,What is an FRP composite material? How are they manufactured? Discuss their applications in aviation and automobile industry
GS3,"S&T Developments and Everyday Applications & Effects; Awareness in Fields of IT, Space, Computers, Robotics, Nanotech, Biotech, IPR Issues",2013,,"Bring out the circumstances in 2005 which forced amendment to section 3(d) in the Indian Patent Law, 1970. Discuss how it has been utilized by Supreme court in its judgment rejecting Novartis patent application for “Glivec”. Discuss briefly the pros and cons of the decision."
GS3,"S&T Developments and Everyday Applications & Effects; Awareness in Fields of IT, Space, Computers, Robotics, Nanotech, Biotech, IPR Issues",2013,,How does the 3D printing technology work? List out the advantages and disadvantages of the technology.
GS3,"S&T Developments and Everyday Applications & Effects; Awareness in Fields of IT, Space, Computers, Robotics, Nanotech, Biotech, IPR Issues",2013,,What do you understand by fixed dose drug combinations (FDCs)? Discuss their merits and demerits.
GS3,Achievements of Indians in S&T; Indigenisation of Technology & Development of New Technology,2023,15,The adoption of electric vehicles is rapidly growing worldwide. How do electric vehicles contribute to reducing carbon emissions and what are the key benefits they offer compared to traditional combustion engine vehicles?
GS3,Achievements of Indians in S&T; Indigenisation of Technology & Development of New Technology,2019,,What is India’s plan to have its own space station and how will it benefit our space programme?
GS3,Achievements of Indians in S&T; Indigenisation of Technology & Development of New Technology,2019,,How is the government of India protecting traditional knowledge of medicine from patenting by pharmaceutical companies?
GS3,Achievements of Indians in S&T; Indigenisation of Technology & Development of New Technology,2018,,Discuss the work of ‘Bose-Einstein Statistics’ done by Prof. Satyendra Nath Bose and show how it revolutionized the field of Physics.
GS3,Achievements of Indians in S&T; Indigenisation of Technology & Development of New Technology,2017,,"India has achieved remarkable successes in unmanned space missions including the Chandrayaan and Mars Orbiter Mission, but has not ventured into manned space mission, both in terms of technology and logistics? Explain critically."
GS3,Achievements of Indians in S&T; Indigenisation of Technology & Development of New Technology,2017,,Give an account of the growth and development of nuclear science and technology in India. What is the advantage of fast breeder reactor programme in India?
GS3,Achievements of Indians in S&T; Indigenisation of Technology & Development of New Technology,2016,,Discuss India’s achievements in the field of Space Science and Technology. How the application of this technology has helped India in its socio-economic development?
GS3,Achievements of Indians in S&T; Indigenisation of Technology & Development of New Technology,2016,,Why is nanotechnology one of the key technologies of the 21st century? Describe the salient features of Indian Government’s Mission on Nanoscience and Technology and the scope of its application in the development process of the country.
GS3,Achievements of Indians in S&T; Indigenisation of Technology & Development of New Technology,2015,,What do you understand by ‘Standard Positioning Systems’ and ‘Protection Positioning Systems’ in the GPS era? Discuss the advantages India perceives from its ambitious IRNSS programme employing just seven satellites.
GS3,Achievements of Indians in S&T; Indigenisation of Technology & Development of New Technology,2014,,"Scientific research in Indian universities is declining, because a career in science is not as attractive as our business operations, engineering or administration, and the universities are becoming consumer oriented. Critically comment."
GS3,Achievements of Indians in S&T; Indigenisation of Technology & Development of New Technology,2014,,"Can overuse and the availability of antibiotics without doctor’s prescription, the contributors to the emergence of drug-resistant diseases in India? What are the available mechanisms for monitoring and control? Critically discuss the various issues involved."
GS3,Achievements of Indians in S&T; Indigenisation of Technology & Development of New Technology,2021,,How is S- 400 air defence system technically superior to any other system presently available in the world?
GS3,Achievements of Indians in S&T; Indigenisation of Technology & Development of New Technology,2021,,What are the research and developmental achievements in applied biotechnology? How will these achievements help to uplift the poorer sections of the society?
GS3,Achievements of Indians in S&T; Indigenisation of Technology & Development of New Technology,2021,,"The Nobel Prize in Physics of 2014 was jointly awarded to Akasaki, Amano and Nakamura for the invention of Blue LEDs in 1990s. How has this invention impacted the everyday life of human beings?"
GS3,Linkages between Development & Spread of Extremism; Linkages of Organized Crime and Terrorism,2025,,The Government of India recently stated that Left Wing Extremism (LWE) will be eliminated by 2026. What do you understand by LWE and how are the people affected by it? What measures have been taken by the government to eliminate LWE?
GS3,Linkages between Development & Spread of Extremism; Linkages of Organized Crime and Terrorism,2025,,Terrorism is a global scourge. How has it manifested in India? Elaborate with contemporary examples. What are the counter measures adopted by the State? Explain.
GS3,Linkages between Development & Spread of Extremism; Linkages of Organized Crime and Terrorism,2023,15,"Give out the major sources of terror funding in India and efforts being made to curtail these sources. In the light of this, also discuss the aim and objective of the ‘No Money for Terror [NMFT]’ Conference recently held at New Delhi in November 2022."
GS3,Linkages between Development & Spread of Extremism; Linkages of Organized Crime and Terrorism,2022,10,Discuss the types of organized crimes. Describe the linkages between terrorists and organized crime that exist at the national and transnational levels.
GS3,Linkages between Development & Spread of Extremism; Linkages of Organized Crime and Terrorism,2022,15,"Naxalism is a social, economic and developmental issue manifesting as a violent internal security threat. In this context, discuss the emerging issues and suggest a multilayered strategy to tackle the menace of Naxalism."
GS3,Linkages between Development & Spread of Extremism; Linkages of Organized Crime and Terrorism,2020,,"What are the determinants of left-wing extremism in Eastern part of India? What strategy should Government of India, civil administration and security forces adopt to counter the threat in the affected areas?"
GS3,Linkages between Development & Spread of Extremism; Linkages of Organized Crime and Terrorism,2019,,The banning of ‘Jamaat-e – Islamic’ in Jammu and Kashmir brought into focus the role of over-ground workers (OGWs) in assisting terrorist organizations. Examine the role played by OGWs in assisting terrorist organizations in insurgency affected areas. Discuss measures to neutralize the influence of OGWs.
GS3,Linkages between Development & Spread of Extremism; Linkages of Organized Crime and Terrorism,2019,,"The Indian government has recently strengthened the anti-terrorism laws by amending the unlawful activities (Prevention) Act (UAPA), 1967 and the NIA Act. Analyze the changes in the context of prevailing security environment while discussing the scope and reasons for opposing the UAPA by human rights organizations."
GS3,Linkages between Development & Spread of Extremism; Linkages of Organized Crime and Terrorism,2018,,"Left Wing Extremism (LWE) is showing a downward trend, but still affects many parts of the country. Briefly explain the Government of India’s approach to counter the challenges posed by LWE."
GS3,Linkages between Development & Spread of Extremism; Linkages of Organized Crime and Terrorism,2017,,"Mob violence is emerging as a serious law and order problem in India. By giving suitable examples, analyze the causes and consequences of such violence."
GS3,Linkages between Development & Spread of Extremism; Linkages of Organized Crime and Terrorism,2017,,The scourge of terrorism is a grave challenge to national security. What solutions do you suggest to curb this growing menace? What are the major sources of terrorist funding?
GS3,Linkages between Development & Spread of Extremism; Linkages of Organized Crime and Terrorism,2017,,The north-eastern region of India has been infested with insurgency for a very long time. Analyze the major reasons for the survival of armed insurgency in this region.
GS3,Linkages between Development & Spread of Extremism; Linkages of Organized Crime and Terrorism,2016,,“Terrorism is emerging as a competitive industry over the last few decades.” Analyze the above statement.
GS3,Linkages between Development & Spread of Extremism; Linkages of Organized Crime and Terrorism,2015,,"The persisting drives of the government for development of large industries in backward areas have resulted in isolating the tribal population and the farmers who face multiple displacements with Malkangiri and Naxalbari foci, discuss the corrective strategies needed to win the left-wing extremism (LWE) doctrine affected citizens back into the mainstream of social and economic growth."
GS3,Linkages between Development & Spread of Extremism; Linkages of Organized Crime and Terrorism,2015,,Religious indoctrination via digital media has resulted in Indian youth joining the ISIS. What is ISIS and its mission? How can ISIS be dangerous for the internal security of our country?
GS3,Linkages between Development & Spread of Extremism; Linkages of Organized Crime and Terrorism,2013,,Article 244 of Indian Constitution relates to Administration of Scheduled areas and tribal areas. Analyze the impact of non-implementation of the provisions of fifth schedule on the growth of Left-Wing Extremism.
GS3,Border Areas (Security Challenges and Management thereof); Security Forces & Agencies (Mandate); Role of External State & Non-State Actors in Creating Internal Security Challenges,2025,,Why is maritime security vital to protect India’s sea trade? Discuss maritime and coastal security challenges and the way forward.
GS3,Border Areas (Security Challenges and Management thereof); Security Forces & Agencies (Mandate); Role of External State & Non-State Actors in Creating Internal Security Challenges,2025,,What are the major challenges to internal security and peace process in the NorthEastern States? Map the various peace accords and agreements initiated by the government in the past decade.
GS3,Border Areas (Security Challenges and Management thereof); Security Forces & Agencies (Mandate); Role of External State & Non-State Actors in Creating Internal Security Challenges,2023,10,Winning of ‘Hearts and Minds’ in terrorism affected areas is an essential step in restoring the trust of the population. Discuss the measures adopted by the Government in this respect as part of the conflict resolution in Jammu and Kashmir.
GS3,Border Areas (Security Challenges and Management thereof); Security Forces & Agencies (Mandate); Role of External State & Non-State Actors in Creating Internal Security Challenges,2023,10,"The use of unmanned aerial vehicles (UAVs) by our adversaries across the borders to ferry arms/ammunitions, drugs, etc., is a serious threat to the internal security. Comment on the measures being taken to tackle this threat."
GS3,Border Areas (Security Challenges and Management thereof); Security Forces & Agencies (Mandate); Role of External State & Non-State Actors in Creating Internal Security Challenges,2023,15,What are the internal security challenges being faced by India? Give out the role of Central Intelligence and Investigative Agencies tasked to counter such threats.
GS3,Border Areas (Security Challenges and Management thereof); Security Forces & Agencies (Mandate); Role of External State & Non-State Actors in Creating Internal Security Challenges,2022,10,"What are the maritime security challenges in India? Discuss the organizational, technical and procedural initiatives taken to improve the maritime security."
GS3,Border Areas (Security Challenges and Management thereof); Security Forces & Agencies (Mandate); Role of External State & Non-State Actors in Creating Internal Security Challenges,2020,,"For effective border area management, discuss the steps required to be taken to deny local support to militants and also suggest ways to manage favourable perception among locals."
GS3,Border Areas (Security Challenges and Management thereof); Security Forces & Agencies (Mandate); Role of External State & Non-State Actors in Creating Internal Security Challenges,2020,,"Analyze internal security threats and trans-border crimes along Myanmar, Bangladesh and Pakistan borders including Line of Control (LoC). Also discuss the role played by various security forces in this regard."
GS3,Border Areas (Security Challenges and Management thereof); Security Forces & Agencies (Mandate); Role of External State & Non-State Actors in Creating Internal Security Challenges,2019,,"Cross-border movement of insurgents is only one of the several security challenges facing the policing of the border in North-East India. Examine the various challenges currently emanating across the India-Myanmar border. Also, discuss the steps to counter the challenges."
GS3,Border Areas (Security Challenges and Management thereof); Security Forces & Agencies (Mandate); Role of External State & Non-State Actors in Creating Internal Security Challenges,2018,,The China-Pakistan Economic Corridor (CPEC) is viewed as a cardinal subset of China’s larger ‘One Belt One Road’ initiative. Give a brief description of CPEC and enumerate the reasons why India has distanced itself from the same.
GS3,Border Areas (Security Challenges and Management thereof); Security Forces & Agencies (Mandate); Role of External State & Non-State Actors in Creating Internal Security Challenges,2016,,The terms ‘Hot Pursuit’ and ‘Surgical Strikes’ are often used in connection with armed action against terrorist attacks. Discuss the strategic impact of such actions.
GS3,Border Areas (Security Challenges and Management thereof); Security Forces & Agencies (Mandate); Role of External State & Non-State Actors in Creating Internal Security Challenges,2016,,Border management is a complex task due to difficult terrain and hostile relations with some countries. Elucidate the challenges and strategies for effective border management.
GS3,Border Areas (Security Challenges and Management thereof); Security Forces & Agencies (Mandate); Role of External State & Non-State Actors in Creating Internal Security Challenges,2014,,International civil aviation laws provide all countries complete and exclusive sovereignty over the airspace above the territory. What do you understand by airspace? What are the implications of these laws on the space above this airspace?
GS3,Border Areas (Security Challenges and Management thereof); Security Forces & Agencies (Mandate); Role of External State & Non-State Actors in Creating Internal Security Challenges,2014,,Discuss the challenges which this poses and suggests ways to contain the threat.
GS3,Border Areas (Security Challenges and Management thereof); Security Forces & Agencies (Mandate); Role of External State & Non-State Actors in Creating Internal Security Challenges,2014,,The diverse nature of India as a multireligious and multi-ethnic society is not immune to the impact of radicalism which has been in her neighbourhood. Discuss along with the strategies to be adopted to counter this environment.
GS3,Border Areas (Security Challenges and Management thereof); Security Forces & Agencies (Mandate); Role of External State & Non-State Actors in Creating Internal Security Challenges,2014,,"How illegal trans-border migration does pose a threat to India’s security? Discuss the strategies to curb this, bring out the factors which give impetus to such migration."
GS3,Border Areas (Security Challenges and Management thereof); Security Forces & Agencies (Mandate); Role of External State & Non-State Actors in Creating Internal Security Challenges,2014,,"In 2012, the longitudinal marking of the high-risk areas for piracy was moved from 65° East to 78° east in the Arabian Sea by International Maritime organisation. What impact does this have on India’s maritime security concerns?"
GS3,Border Areas (Security Challenges and Management thereof); Security Forces & Agencies (Mandate); Role of External State & Non-State Actors in Creating Internal Security Challenges,2014,,China and Pakistan have entered into an agreement for development of an economic corridor. What threat does it pose for India’s security? Critically examine.
GS3,Border Areas (Security Challenges and Management thereof); Security Forces & Agencies (Mandate); Role of External State & Non-State Actors in Creating Internal Security Challenges,2013,,"How far are India’s internal security challenges linked with border management, particularly in view of the long porous borders with most countries of South Asia and Myanmar?"
GS3,Border Areas (Security Challenges and Management thereof); Security Forces & Agencies (Mandate); Role of External State & Non-State Actors in Creating Internal Security Challenges,2021,,Discuss how emerging technologies and globalisation contribute to money laundering. Elaborate measures to tackle the problem of money laundering both at national and international levels.
GS3,Border Areas (Security Challenges and Management thereof); Security Forces & Agencies (Mandate); Role of External State & Non-State Actors in Creating Internal Security Challenges,2021,,"Keeping in view India’s internal security, analyse the impact of cross-border cyber attacks. Also discuss defensive measures against these sophisticated attacks."
GS3,Border Areas (Security Challenges and Management thereof); Security Forces & Agencies (Mandate); Role of External State & Non-State Actors in Creating Internal Security Challenges,2021,,"Analyse the multidimensional challenges posed by external state and non-state actors, to the internal security of India. Also discuss measures required to be taken to combat these threats."
GS3,Border Areas (Security Challenges and Management thereof); Security Forces & Agencies (Mandate); Role of External State & Non-State Actors in Creating Internal Security Challenges,2021,,"Analyse the complexity and intensity of terrorism, its causes, linkages and obnoxious nexus. Also suggest measures required to be taken to eradicate the menace of terrorism."
GS3,Money Laundering & Its Prevention,2018,,"India’s proximity to two of the world’s biggest illicit opium-growing states has enhanced her internal security concerns. Explain the linkages between drug trafficking and other illicit activities such as gunrunning, money laundering and human trafficking. What counter-measures should be taken to prevent the same?"
GS3,Money Laundering & Its Prevention,2013,,Money laundering poses a serious threat to country’s economic sovereignty. What is its significance for India and what steps are required to be taken to control this menace?
GS3,Basics of Cyber Security; Role of Media and Social-Networking Sites in Internal Security Challenges; Internal Security Challenges through Communication Networks,2022,15,"What are the different elements of cyber security? Keeping in view the challenges in cyber security, examine the extent to which India has successfully developed a comprehensive National Cyber Security Strategy."
GS3,Basics of Cyber Security; Role of Media and Social-Networking Sites in Internal Security Challenges; Internal Security Challenges through Communication Networks,2020,,Discuss different types of cybercrimes and measures required to be taken to fight the menace.
GS3,Basics of Cyber Security; Role of Media and Social-Networking Sites in Internal Security Challenges; Internal Security Challenges through Communication Networks,2019,,What is the Cyber Dome Project? Explain how it can be useful in controlling internet crimes in India.
GS3,Basics of Cyber Security; Role of Media and Social-Networking Sites in Internal Security Challenges; Internal Security Challenges through Communication Networks,2018,,"Data security has assumed significant importance in the digitized world due to rising cybercrimes. The Justice B. N. Srikrishna Committee Report addresses issues related to data security. What, in your view, are the strengths and weakness of the Report relating to protection of personal data in cyber space?"
GS3,Basics of Cyber Security; Role of Media and Social-Networking Sites in Internal Security Challenges; Internal Security Challenges through Communication Networks,2017,,Discuss the potential threats of Cyber-attack and the security framework to prevent it.
GS3,Basics of Cyber Security; Role of Media and Social-Networking Sites in Internal Security Challenges; Internal Security Challenges through Communication Networks,2016,,Use of Internet and social media by non-state actors for subversive activities is a major concern. How have these have misused in the recent past? Suggest effective guidelines to curb the above threat.
GS3,Basics of Cyber Security; Role of Media and Social-Networking Sites in Internal Security Challenges; Internal Security Challenges through Communication Networks,2015,,Discuss the advantage and security implications of cloud hosting of server vis-a-vis inhouse machine-based hosting for government businesses.
GS3,Basics of Cyber Security; Role of Media and Social-Networking Sites in Internal Security Challenges; Internal Security Challenges through Communication Networks,2015,,"Considering the threats cyberspace poses for the country, India needs a “Digital Armed Force” to prevent crimes. Critically evaluate the National Cyber Security Policy, 2013 outlining the challenges perceived in its effective implementation."
GS3,Basics of Cyber Security; Role of Media and Social-Networking Sites in Internal Security Challenges; Internal Security Challenges through Communication Networks,2013,,What is digital signature? What does its authentication mean? Give various salient built in features of a digital signature.
GS3,Basics of Cyber Security; Role of Media and Social-Networking Sites in Internal Security Challenges; Internal Security Challenges through Communication Networks,2013,,What is social networking site and what security implications do these sites present?
GS3,Basics of Cyber Security; Role of Media and Social-Networking Sites in Internal Security Challenges; Internal Security Challenges through Communication Networks,2013,,Cyber warfare is considered by some defense analysts to be a larger threat than even Al Qaeda or terrorism. What do you understand by Cyber warfare? Outline the cyber threats which India is vulnerable to and bring out the state of the country’s preparedness to deal with the same.
GS3,Security Forces and Their Mandates,,,"Human rights activists constantly highlight the view that the Armed Forces (Special Powers) Act, 1958 (AFSPA) is a draconian act leading to cases of human rights abuses by security forces. What sections of AFSPA are opposed by activists? Critically evaluate the requirement with reference to view held by apex court."
GS3,Inclusive Growth,2024,10,Examine the pattern and trend of public expenditure on social services in the post-reforms period in India. To what extent this has been in consonance with achieving the objective of inclusive growth?
GS3,Indian Economy,2024,10,What are the causes of persistent high food inflation in India? Comment on the effectiveness of the monetary policy of the RBI to control this type of inflation.
GS3,Land Reforms,2024,10,What were the factors responsible for the successful implementation of land reforms in some parts of the country? Elaborate.
GS3,Cropping Patterns and Irrigation,2024,10,Explain the role of millets for ensuring health and nutritional security in India.
GS3,"S&T Developments and Everyday Applications & Effects; Awareness in Fields of IT, Space, Computers, Robotics, Nanotech, Biotech, IPR Issues",2024,10,"What is the present world scenario of intellectual property rights with respect to life materials? Although, India is second in the world to file patents, still only a few have been commercialized. Explain the reasons behind this less commercialization."
GS3,"S&T Developments and Everyday Applications & Effects; Awareness in Fields of IT, Space, Computers, Robotics, Nanotech, Biotech, IPR Issues",2024,10,What is the technology being employed for electronic toll collection on highways? What are its advantages and limitations? What are the proposed changes that will make this process seamless? Would this transition carry any potential hazards?
GS3,Environmental Conservation,2024,10,Industrial pollution of river water is a significant environmental issue in India. Discuss the various mitigation measures to deal with this problem and also the government’s initiatives in this regard.
GS3,Environmental Conservation,2024,10,What role do Environmental NGOs and activists play in influencing Environmental Impact Assessment (EIA) outcomes for major projects in India? Cite Tour examples with all important details.
GS3,Linkages between Development & Spread of Extremism; Linkages of Organized Crime and Terrorism,2024,10,Explain how narco-terrorism has emerged as a serious threat across the country. Suggest suitable measures to counter narco-terrorism.
GS3,Basics of Cyber Security; Role of Media and Social-Networking Sites in Internal Security Challenges; Internal Security Challenges through Communication Networks,2024,10,"Describe the context and salient features of the Digital Personal Data Protection Act, 2023."
GS3,Indian Economy,2024,15,Discuss the merits and demerits of the four ‘Labour Codes’ in the context of labour market reforms in India. What has been the progress so far in this regard?
GS3,Infrastructure,2024,15,"What is the need for expanding the regional air connectivity in India? In this context, discuss the government’s UDAN Scheme and its achievements."
GS3,Cropping Patterns and Irrigation,2024,15,What are the major challenges faced by the Indian irrigation system in recent times? State the measures taken by the government for efficient irrigation management.
GS3,PDS and Food Security,2024,15,Elucidate the importance of buffer stocks for stabilizing agricultural prices in India. What are the challenges associated with the storage of buffer stock? Discuss.
GS3,Environmental Conservation,2024,15,The world is facing an acute shortage of clean and safe freshwater. What are the alternative technologies which can solve this crisis? Briefly discuss any three such technologies citing their key merits and demerits.
GS3,"S&T Developments and Everyday Applications & Effects; Awareness in Fields of IT, Space, Computers, Robotics, Nanotech, Biotech, IPR Issues",2024,15,What are asteroids? How real is the threat of them causing extinction of life? What strategies have been developed to prevent such a catastrophe?
GS3,Disaster Management,2024,15,What is disaster resilience? How is it determined? Describe various elements of a resilience framework. Also mention the global targets of Sendai Framework for Disaster Risk Reduction (2015-2030).
GS3,Disaster Management,2024,15,Flooding in urban areas is an emerging climate-induced disaster. Discuss the causes of this disaster. Mention the features of two such major floods in the last two decades in India. Describe the policies and frameworks in India that aim at tackling such floods.
GS3,Border Areas (Security Challenges and Management thereof); Security Forces & Agencies (Mandate); Role of External State & Non-State Actors in Creating Internal Security Challenges,2024,15,India has a long and troubled border with China and Pakistan fraught with contentious issues. Examine the conflicting issues and security challenges along the border. Also give out the development being undertaken in these areas under the Border Area Development Programme (BADP) and Border Infrastructure and Management (BIM) Scheme.
